state,year,cons,sturate,naturate,perinc,emppop,beertax,bapt,mormon,dage,dry,yngdrv,vmiles,breath,jaild,mrall,mralln,mra1820,mra2124,miles
4,1987,1.720000029,6.199999809,6.199999809,14241,60.21505737,0.360000014,3.626899958,4.494420052,21,0,0.168724,9370.654297,0,1,0.000276728,5.07974E-05,0.00061111,0.000570755,31729
4,1988,1.679999948,6.300000191,5.5,14408.08496,60.49766541,0.346487015,3.563999891,4.413990021,21,0,0.161005005,9815.720703,0,1,0.000270565,3.89797E-05,0.00063694,0.00053211,34247
5,1982,1.190000057,9.800000191,9.699999809,10267.30273,54.47585678,0.650358021,22.96719933,0.328289986,21,36.71279907,0.204903007,7208.500488,0,0,0.000238405,4.42133E-05,0.000511258,0.000388535,16630
5,1983,1.200000048,10.10000038,9.600000381,10433.48633,53.81479263,0.675458729,23.00090027,0.343409985,21,36.43009949,0.194169,7175.916992,0,0,0.00023957,3.78495E-05,0.000538534,0.000459119,16684
5,1984,1.220000029,8.899999619,7.5,10916.4834,54.67127991,0.598901093,23.0345993,0.359239995,21,36.10400009,0.186379999,7084.819824,0,0,0.000223785,3.45269E-05,0.000599354,0.00041358,16621
5,1985,1.120000005,8.699999809,7.199999809,11149.36426,54.97711945,0.57733053,23.06839943,0.37579,21,35.90499878,0.189291999,7253.917969,0,0,0.000226367,3.09453E-05,0.000468371,0.000354037,17112
5,1986,0.920000017,8.699999809,7,11399.38086,55.56186295,0.562435508,23.10219955,0.393110007,21,39.56959915,0.161956996,7468.999023,0,0,0.000254323,4.55504E-05,0.000554622,0.000537931,17709
5,1987,1.00999999,8.100000381,6.199999809,11537,56.33089447,0.545000017,23.13610077,0.411229998,21,39.28789902,0.164131999,7665.830566,0,0,0.000267588,4.60637E-05,0.00061538,0.000457746,18306
5,1988,0.99000001,7.699999809,5.5,11760.34668,57.36695099,0.524542868,23.17000008,0.430180013,21,39.28789902,0.167540997,8024.625488,0,0,0.000254697,3.59081E-05,0.00055455,0.000472603,19219
6,1982,2.210000038,9.899999619,9.699999809,15797.13574,59.51593018,0.10739857,1.723099947,1.678539991,21,0,0.190195993,6858.676758,0,0,0.000186194,3.8086E-05,0.000429219,0.000400423,169999
6,1983,2.150000095,9.699999809,9.600000381,15970.18359,59.25233459,0.103211015,1.734699965,1.667919993,21,0,0.183568999,7216.291504,0,0,0.000180672,3.38193E-05,0.000391644,0.000372216,182652
6,1984,2.069999933,7.800000191,7.5,16590.10938,60.69825745,0.0989011,1.746399999,1.657359958,21,0,0.174131006,7619.175781,0,0,0.000194611,3.71002E-05,0.00045657,0.000410886,196537
6,1985,1.970000029,7.199999809,7.199999809,16985.16992,61.331707,0.095338985,1.758200049,1.646870017,21,0,0.167896003,7874.066895,0,0,0.000188128,3.36431E-05,0.000423182,0.000410782,207600
6,1986,1.850000024,6.699999809,7,17356.03711,62.00846863,0.092879258,1.770099998,1.636440039,21,0,0.164370999,8034.910156,0,0,0.000194548,3.25914E-05,0.000447142,0.00042841,216951
6,1987,1.779999971,5.800000191,6.199999809,17846,63.07429504,0.090000004,1.782099962,1.626080036,21,0,0.160681993,8180.633301,0,0,0.000198966,3.4125E-05,0.00047397,0.00040878,226301
6,1988,1.720000029,5.300000191,5.5,18049.08594,63.78365707,0.086621754,1.794100046,1.615779996,21,0,0.148683995,8531.990234,0,,0.000190365,3.30579E-05,0.00047476,0.00039661,241575.0156
8,1982,2.25,7.699999809,9.699999809,15082.33887,64.96673584,0.214797139,2.299999952,1.823009968,21,0.113150999,0.229148,7742.841797,0,0,0.000217448,4.55729E-05,0.00053543,0.000406504,23786
8,1983,2.150000095,6.599999905,9.600000381,15131.88086,67.30021667,0.206422031,2.299999952,1.834619999,21,0.090821996,0.207657993,7656.062988,1,0,0.000205144,4.63639E-05,0.000405554,0.000403292,24109
8,1984,2.150000095,5.599999905,7.5,15486.81348,68.66242218,0.197802201,2.299999952,1.846310019,21,0.075861998,0.192155004,7707.852539,1,0,0.000190596,3.26019E-05,0.000429216,0.000422594,24588
8,1985,2.049999952,5.900000095,7.199999809,15569.91504,67.85414886,0.190677971,2.299999952,1.858080029,21,0.074899003,0.192028001,8092.209473,1,0,0.000179201,2.97122E-05,0.000355405,0.000429185,26146
8,1986,1.809999943,7.400000095,7,15616.09863,64.98344421,0.185758516,2.299999952,1.869910002,21,0.074097,0.192100003,8131.374512,1,0,0.00018463,3.55175E-05,0.00047205,0.000457014,26557
8,1987,1.779999971,7.699999809,6.199999809,15605,64.21829987,0.180000007,2.299999952,1.881829977,21,0.05807,0.192999005,8182.027832,1,0,0.000179308,2.73058E-05,0.00034395,0.000273148,26968
8,1988,1.74000001,6.400000095,5.5,15845.04297,65.30445099,0.173243508,2.299999952,1.893820047,21,0.05807,0.180260003,8380.768555,1,0,0.00015056,2.81733E-05,0.0002953,0.000330144,27664.99805
9,1982,2.420000076,6.900000095,9.699999809,17255.36914,61.72941971,0.224343672,0.100000001,0.233309999,18.5,0.227054998,0.192840993,6440.053711,0,0,0.000164695,5.05277E-05,0.000529882,0.000444444,20138
9,1983,2.460000038,6,9.600000381,17744.26563,62.29440689,0.23356308,0.100000001,0.251980007,19.25,0.082803003,0.189349994,6570.042969,0,0,0.00013949,3.75796E-05,0.000380196,0.000402778,20630
9,1984,2.410000086,4.599999905,7.5,18760.43945,65.03468323,0.248010993,0.100000001,0.272159994,20,0.080633998,0.181857005,6680.192871,0,0,0.000148653,3.99366E-05,0.000409815,0.000375,21076
9,1985,2.410000086,4.900000095,7.199999809,19312.5,65.91092682,0.239078403,0.100000001,0.293949991,20.32999992,0.080150999,0.178947002,6979.214844,0,1,0.000141147,3.24512E-05,0.000338024,0.000296296,22152
9,1986,2.309999943,3.799999952,7,20152.73438,67.24276733,0.232910231,0.100000001,0.317479998,21,0.079861999,0.171669006,7661.744629,0,1,0.000140933,3.57031E-05,0.00036129,0.000315,24464
9,1987,2.25,3.299999952,6.199999809,21192,67.63767242,0.225690007,0.100000001,0.342900008,21,0.080972001,0.166008994,8338.53418,0,1,0.000139832,3.17658E-05,0.00028,0.00035567,26775
9,1988,2.150000095,3,5.5,22193.45508,67.06396484,0.217218488,0.100000001,0.370350003,21,0.080972001,0.157067999,8061.235352,0,1,0.000149706,2.87659E-05,0.0003986,0.000376238,26062
10,1982,2.589999914,8.5,9.699999809,14263.72363,60.3104248,0.173031017,0.699999988,0.200000003,20,0,0.205542997,7651.653809,1,0,0.000203333,5.66667E-05,0.000652655,0.000479167,4591
10,1983,2.630000114,8.100000381,9.600000381,14500,59.86841965,0.166284397,0.699999988,0.200000003,20,0,0.199483007,8062.699707,1,0,0.000181518,4.29043E-05,0.00024959,0.000375,4886
10,1984,2.569999933,6.199999809,7.5,14925.27441,62.41901016,0.15934065,0.699999988,0.200000003,21,0,0.193182006,8368.0625,1,0,0.000211726,4.56026E-05,0.000424217,0.000361702,5138
10,1985,2.549999952,5.300000191,7.199999809,15408.89844,63.55932236,0.153601691,0.699999988,0.200000003,21,0,0.183341995,8625.424805,1,0,0.000167203,3.37621E-05,0.000288409,0.000446809,5365
10,1986,2.420000076,4.300000191,7,15822.49707,64.58332825,0.149638802,0.699999988,0.200000003,21,0,0.177616999,9045.817383,1,0,0.00021485,5.21327E-05,0.000529412,0.000536585,5726
10,1987,2.369999886,3.200000048,6.199999809,16407,65.5102005,0.144999996,0.699999988,0.200000003,21,0,0.169046998,9450.307617,1,0,0.000226708,4.19255E-05,0.00026471,0.000585366,6086
10,1988,2.319999933,3.200000048,5.5,16998.07422,67.59999847,0.139557257,0.699999988,0.200000003,21,0,0.158750996,9703.020508,1,0,0.000242424,4.84848E-05,0.00063333,0.000444444,6404
12,1982,2.50999999,8.199999809,9.699999809,13502.38672,53.4878006,1.073985696,9.152600288,0.400000006,19,0,0.181475997,7587.129883,1,0,0.000253197,5.60221E-05,0.000526307,0.000508721,79498
12,1983,2.460000038,8.600000381,9.600000381,13924.31152,53.72707748,1.170412779,8.936699867,0.400000006,19,0,0.177945003,7604.254395,1,0,0.000249768,5.22596E-05,0.000551031,0.000452211,81776
12,1984,2.349999905,6.300000191,7.5,14307.69238,55.6210289,1.186813235,8.725999832,0.400000006,19,0,0.178719997,7735.304688,1,0,0.000254661,5.12217E-05,0.000537372,0.000482468,85475
12,1985,2.269999981,6,7.199999809,14760.59277,56.36853409,1.144067883,8.520199776,0.400000006,20,0,0.170072004,7747.311035,1,0,0.000249164,4.3111E-05,0.000470755,0.00047427,88056
12,1986,2.24000001,5.699999809,7,15102.16699,57.44054413,1.114551187,8.319299698,0.400000006,21,0,0.162554994,7768.755859,1,0,0.000242004,4.53224E-05,0.000512671,0.000517139,90848
12,1987,2.170000076,5.300000191,6.199999809,15584,58.94334793,1.080000043,8.123100281,0.400000006,21,0,0.161257997,7788.330566,1,0,0.000236131,4.10047E-05,0.0004425,0.000486567,93639
12,1988,2.079999924,5,5.5,15979.78809,59.7909317,1.039461017,7.931600094,0.400000006,21,0,0.157563001,8538.230469,1,0,0.000249534,4.64532E-05,0.00056504,0.000546495,105319.0078
13,1982,1.940000057,7.800000191,9.699999809,11774.46289,60.07344055,2.720763683,24.65609932,0.42640999,19,0.498939991,0.210263997,8623.444336,0,0,0.000217484,3.9816E-05,0.000404501,0.000382423,48731.00391
13,1983,1.99000001,7.5,9.600000381,12237.38574,59.85541916,2.61467886,24.38850021,0.440259993,19,0.499909997,0.206981003,8518.589844,0,0,0.00022606,3.7851E-05,0.000434995,0.000374707,48837
13,1984,1.970000029,6,7.5,12957.14258,61.21197891,2.505494356,24.12389946,0.454560012,19,0.450190008,0.205331996,8641.914063,0,0,0.000241356,4.31359E-05,0.000514753,0.000387991,50486
13,1985,1.929999948,6.5,7.199999809,13364.40723,61.65137863,2.415254116,23.8621006,0.469319999,19.25,0.433169991,0.194928005,8988.107422,0,0,0.000227744,3.31325E-05,0.000465025,0.000371298,53713
13,1986,1.769999981,5.900000095,7,13891.64063,63.30336761,2.352941036,23.60320091,0.484569997,20.25,0.424589992,0.188868999,9344.767578,0,0,0.00025082,4.31148E-05,0.000470769,0.000444175,57003.00391
13,1987,1.75,5.5,6.199999809,14306,63.32088852,2.279999971,23.3470993,0.50029999,21,0.207279995,0.184329003,9690.28125,0,0,0.000256991,4.24301E-05,0.00041358,0.000462287,60293.00391
13,1988,1.720000029,5.800000191,5.5,14687.19922,64.0638504,2.194417715,23.09379959,0.516560018,21,0.207279995,0.174882993,9817.395508,0,0,0.000260643,4.28887E-05,0.000557,0.0004,62262
16,1982,1.389999986,9.800000191,9.699999809,11078.75879,58.8235321,0.402744651,1.023689985,25.15749931,19,0,0.233786002,8033.751953,0,0,0.000261759,4.80573E-05,0.000727301,0.000463768,7857
16,1983,1.299999952,9.800000191,9.600000381,11346.33008,59.85507202,0.387041301,1.035740018,24.98789978,19,0,0.228551,8387.641602,0,0,0.000266194,4.45344E-05,0.000735342,0.000521739,8287
16,1984,1.279999971,7.199999809,7.5,11386.81348,61.3733902,0.370879114,1.047940016,24.81959915,19,0,0.218235999,7775.768066,0,0,0.000242242,3.4034E-05,0.000508691,0.000485294,7768
16,1985,1.179999948,7.900000095,7.199999809,11459.74609,61.28571701,0.357521206,1.060279965,24.65229988,19,0,0.212605998,7671.631836,0,0,0.000253731,5.27363E-05,0.00075169,0.000415385,7710
16,1986,1.120000005,8.699999809,7,11541.7959,61.10325623,0.348297209,1.07277,24.48620033,19,0,0.207312003,7899.200684,0,0,0.000257485,4.79042E-05,0.00062,0.000507937,7915
16,1987,1.059999943,8,6.199999809,11859,61.18143082,0.337500006,1.085399985,24.32119942,20.5,0,0.202262998,8135.268555,0,0,0.000262525,5.31062E-05,0.00070833,0.000557377,8119
16,1988,1.070000052,5.800000191,5.5,12189.60547,62.90097809,0.324831575,1.098180056,24.15730095,21,0,0.189994007,8102.682129,0,0,0.000256231,3.58923E-05,0.0006383,0.000526316,8127
17,1982,2.039999962,11.30000019,9.699999809,14743.43652,58.07431793,0.188544154,2.346970081,0.2333,21,6.403550148,0.209362,5696.534668,0,0,0.00014384,3.64175E-05,0.000328299,0.000266667,65385
17,1983,1.960000038,11.39999962,9.600000381,14745.41309,57.74565887,0.181192666,2.370810032,0.252000004,21,6.396309853,0.205004007,5862.868164,0,0,0.0001328,3.15029E-05,0.000308912,0.000235792,67370
17,1984,1.929999948,9.100000381,7.5,15390.11035,59.13628769,0.173626378,2.394900084,0.272199988,21,6.379099846,0.195511997,6067.52832,0,0,0.000134265,2.97691E-05,0.000302041,0.000283088,69910
17,1985,1.860000014,9,7.199999809,15602.75391,59.70356369,0.167372882,2.419229984,0.293900013,21,6.371910095,0.192187995,6141.67627,0,0,0.000132987,2.63546E-05,0.00027922,0.000291092,70844
17,1986,1.75,8.100000381,7,15988.64844,60.34324265,0.163054705,2.443809986,0.317499995,21,4.473209858,0.185556993,6345.777344,0,0,0.00013817,3.06467E-05,0.00031338,0.000320755,73300
17,1987,1.679999948,7.400000095,6.199999809,16417,60.99988937,0.158000007,2.468630075,0.342900008,21,4.461229801,0.182501003,6540.846191,1,0,0.000143326,2.81471E-05,0.00031284,0.000311203,75756
17,1988,1.629999995,6.800000191,5.5,16915.30273,61.59708405,0.1520693,2.493710041,0.370299995,21,4.461229801,0.170911998,6757.612793,1,0,0.000158171,3.13415E-05,0.00040541,0.000307798,78483
18,1982,1.440000057,11.89999962,9.699999809,12282.81641,56.42292404,0.309132457,1.804430008,0.328299999,21,0,0.202989995,7149.91748,1,0,0.000175269,4.28597E-05,0.000409096,0.000342233,39203
18,1983,1.389999986,11.10000038,9.600000381,12364.67871,56.48422241,0.297079116,1.859019995,0.343400002,21,0,0.180197999,7277.506348,1,0,0.000185605,3.87285E-05,0.000427808,0.000360494,39837
18,1984,1.389999986,8.600000381,7.5,13008.79102,58.71964645,0.284673631,1.915269971,0.359200001,21,0,0.103285998,7478.887207,0,0,0.000168427,3.47779E-05,0.000342917,0.000343358,41074
18,1985,1.389999986,7.900000095,7.199999809,13161.0166,61.43695068,0.27442053,1.973209977,0.375800014,21,0,0.185119003,7416.25293,0,0,0.000177123,3.01873E-05,0.000374368,0.000404639,40782
18,1986,1.279999971,6.699999809,7,13582.04297,62.45145798,0.267340541,2.032919884,0.393099993,21,0,0.120420001,7714.322266,0,0,0.000188624,3.48901E-05,0.000417544,0.000396648,42452
18,1987,1.289999962,6.400000095,6.199999809,13937,61.92881393,0.259052992,2.094419956,0.411199987,21,0,0.097662002,7977.21582,0,0,0.000190743,3.5075E-05,0.00035484,0.000336182,44122
18,1988,1.279999971,5.300000191,5.5,14363.81152,63.40649033,0.24932915,2.157789946,0.430200011,21,0,0.073137,9201.576172,0,0,0.000198164,3.63571E-05,0.00050769,0.000393855,51124
19,1982,1.25,8.5,9.699999809,12968.97363,60.02779007,0.375894994,0.466610014,0.328299999,19,0,0.216398999,6653.263184,0,0,0.000165119,2.99278E-05,0.000370164,0.000305556,19341
19,1983,1.230000019,8.100000381,9.600000381,12573.39453,60.44465256,0.361238539,0.503970027,0.343400002,19,0,0.204322994,6770.307617,1,0,0.000176997,4.23554E-05,0.000495515,0.000353774,19661
19,1984,1.159999967,7,7.5,13203.29688,60.74073792,0.346153855,0.544319987,0.359200001,19,0,0.193046004,7060.630371,1,0,0.000144678,3.44471E-05,0.000409243,0.000270531,20497
19,1985,1.100000024,8,7.199999809,13351.69531,60.49325562,0.333686441,0.587899983,0.375793993,19,0,0.184236005,7001.037598,1,0,0.000164355,2.9473E-05,0.000480698,0.000383838,20191
19,1986,0.980000019,7,7,13812.17773,62.52336502,0.383126944,0.63499999,0.393110991,20,0,0.178267002,7192.990234,1,0,0.000154737,3.26316E-05,0.000451389,0.000288136,20500
19,1987,1.039999962,5.5,6.199999809,14284,64.03180695,0.42750001,0.685800016,0.411226988,21,0,0.172570005,7342.257324,1,0,0.000173253,3.21101E-05,0.00039855,0.000329412,20808
19,1988,0.959999979,4.5,5.5,14111.64551,66.68217468,0.484926879,0.740700006,0.430177003,21,0,0.156330004,7730.063477,1,0,0.000196542,3.7403E-05,0.0005,0.00041954,21907
20,1982,1.289999962,6.300000191,9.699999809,14094.27246,62.73291779,0.484009564,3.19659996,0.426407009,21,0,0.213104993,7333.069336,0,1,0.000206811,3.65449E-05,0.000415878,0.000416216,17658
20,1983,1.230000019,6.099999905,9.600000381,13917.43164,62.44394684,0.465137631,3.246099949,0.440257013,21,0,0.204552993,7479.61084,0,1,0.000169345,3.13144E-05,0.000449103,0.000351648,18153
20,1984,1.210000038,5.199999809,7.5,14308.79102,63.11977386,0.445714295,3.296299934,0.454557002,21,0,0.195034996,7670.887695,0,1,0.000209016,3.93443E-05,0.000468124,0.000384181,18717
20,1985,1.220000029,5,7.199999809,14631.35547,65.55184174,0.429661036,3.347300053,0.469321012,21,0,0.190181002,7867.333496,0,1,0.000198367,3.63265E-05,0.000487814,0.00039645,19275
20,1986,1.139999986,5.400000095,7,14977.2959,64.40771484,0.418575853,3.399100065,0.48456499,21,0,0.183509007,8100.053223,1,1,0.000203335,4.47336E-05,0.000516393,0.000378205,19918
20,1987,1.080000043,4.900000095,6.199999809,15152,65.77510834,0.405600011,3.451600075,0.500304997,21,0,0.179385006,8304.130859,1,1,0.000198304,4.52342E-05,0.00052542,0.000434211,20560.99805
20,1988,1.080000043,4.800000191,5.5,15167.46875,66.143013,0.390375376,3.505000114,0.516555011,21,0,0.170375004,8481.355469,1,1,0.000193587,3.80762E-05,0.00053636,0.000342105,21161.00195
21,1982,1.429999948,10.60000038,9.699999809,11071.59863,55.83982468,0.215990454,24.04109955,0.300000012,21,39.45330048,0.195235997,6937.46582,0,0,0.000222523,4.30428E-05,0.000542528,0.000429603,25627
21,1983,1.379999995,11.69999981,9.600000381,10913.99121,55.22058487,0.207568794,23.91270065,0.300000012,21,39.24079895,0.202714995,7194.142578,0,0,0.000209478,3.98492E-05,0.000448468,0.000364621,26719
21,1984,1.299999952,9.300000191,7.5,11441.75781,56.90223694,0.198901087,23.78499985,0.300000012,21,40.35409927,0.191641003,7513.703125,1,0,0.000202688,3.3871E-05,0.000430589,0.000390511,27951
21,1985,1.279999971,9.5,7.199999809,11405.7207,55.89949036,0.191737279,23.65789986,0.300000012,21,39.10359955,0.202641994,7654.335449,1,0,0.00019109,3.1401E-05,0.000422108,0.000342007,28520
21,1986,1.169999957,9.300000191,7,11602.68359,55.57971191,0.186790496,23.53149986,0.300000012,21,45.792099,0.179629996,7859.620605,1,0,0.000216049,3.81106E-05,0.000454082,0.000426829,29285
21,1987,1.159999967,8.800000191,6.199999809,12008,55.38739014,0.180999994,23.40579987,0.300000012,21,45.77980042,0.173934996,8135.244141,1,0,0.000226456,3.24658E-05,0.00045312,0.000441667,30320
21,1988,1.159999967,7.900000095,5.5,12340.71191,56.57941818,0.174205959,23.28079987,0.300000012,21,45.77980042,0.166122004,8482.435547,1,0,0.000224846,2.87094E-05,0.00052247,0.000432653,31614
22,1982,1.840000033,10.30000019,9.699999809,12213.60352,53.74718475,0.866348445,15.2656002,0.328285992,18,3.454299927,0.281495988,6137.798828,1,1,0.000248916,5.24755E-05,0.000615861,0.000507246,26902
22,1983,1.75999999,11.80000019,9.600000381,11994.26563,53.36705399,0.832568824,15.1498003,0.343414009,18,3.409100056,0.243498996,6208.741699,0,1,0.000210088,3.78293E-05,0.000469942,0.000413994,27573
22,1984,1.74000001,10,7.5,12017.58203,54.88225937,0.79780221,15.03479958,0.359239012,18,3.183099985,0.281625003,7080.938477,0,1,0.000215423,4.97646E-05,0.000483185,0.000449704,31588
22,1985,1.600000024,11.5,7.199999809,11972.45801,54.95467377,0.769067824,14.92070007,0.375793993,18,3.124300003,0.202868998,7445.878418,0,1,0.000207766,4.32939E-05,0.000484347,0.000406061,33365
22,1986,1.450000048,13.10000038,7,11602.68359,53.71233368,0.749226034,14.80749989,0.393110991,18,3.080699921,0.196082994,7108.686035,0,1,0.000207157,4.02312E-05,0.000448133,0.000465347,31982
22,1987,1.399999976,12,6.199999809,11515,53.64404297,0.726000011,14.69509983,0.411226988,20.5,3.106899977,0.182696,6859.20752,0,1,0.000185384,3.90047E-05,0.00035498,0.000437931,30599
22,1988,1.389999986,10.89999962,5.5,11830.60645,53.84858322,0.698748827,14.58360004,0.430177003,21,3.106899977,0.170625001,7867.977051,0,1,0.000209846,4.71869E-05,0.00051675,0.000372881,34682
23,1982,1.970000029,8.600000381,9.699999809,11442.7207,55.99051285,0.805489302,0.100000001,0.400000006,20,3.345099926,0.187582999,6733.285645,0,1,0.000146127,2.64085E-05,0.000417643,0.0002375,7649
23,1983,1.99000001,9,9.600000381,11795.87109,57.25995255,0.774082601,0.100000001,0.400000006,20,3.406100035,0.183961004,6920.51709,0,1,0.000195633,3.84279E-05,0.00048636,0.000530864,7924
23,1984,1.970000029,6.099999905,7.5,12271.42871,59.76878357,0.741758227,0.100000001,0.400000006,20,3.571190119,0.179519996,8083.908203,0,1,0.000200692,4.06574E-05,0.000638124,0.000271605,9345
23,1985,1.830000043,5.400000095,7.199999809,12609.11035,59.77143097,0.715042412,0.100000001,0.400000006,20.5,3.350519896,0.174748003,7969.934082,0,1,0.000176976,3.35052E-05,0.000511925,0.000275,9277
23,1986,1.789999962,5.300000191,7,13292.05371,60.1359024,0.749807,0.100000001,0.400000006,21,3.32765007,0.169681996,8550.347656,0,1,0.000182594,2.90102E-05,0.000366667,0.000554054,10021
23,1987,1.779999971,4.400000095,6.199999809,13984,62.47216034,0.787500024,0.100000001,0.400000006,21,3.285589933,0.188786998,9069.936523,0,1,0.000195451,3.03286E-05,0.00057627,0.000361111,10766
23,1988,1.779999971,3.799999952,5.5,14538.97949,62.91028214,0.757940352,0.100000001,0.400000006,21,3.285589933,0.179826006,9461.399414,0,1,0.000211618,2.57261E-05,0.0005,0.000376623,11401
24,1982,2.460000038,8.399999619,9.699999809,15198.09082,61.45026016,0.241050124,3.022690058,0.328285992,21,1.533679962,0.196279004,6768.09375,1,0,0.000149778,4.2593E-05,0.000384602,0.000296774,28920
24,1983,2.380000114,6.900000095,9.600000381,15644.49512,63.14654922,0.231651381,3.034090042,0.343414009,21,1.501049995,0.204689994,7118.825195,1,0,0.000152523,3.88282E-05,0.00029777,0.000326923,30618
24,1984,2.319999933,5.400000095,7.5,16313.18652,64.5377121,0.221978024,3.045540094,0.359239012,21,1.133939981,0.212862998,7289.488281,1,0,0.00014785,3.26512E-05,0.0002702,0.000346032,31702
24,1985,2.25999999,4.599999905,7.199999809,16921.60938,64.55090332,0.213983059,3.057039976,0.375793993,21,1.122840047,0.215296999,7590.409668,1,0,0.000165984,3.21038E-05,0.000396094,0.000389241,33337
24,1986,2.130000114,4.5,7,17475.74805,66.24410248,0.208462343,3.068579912,0.393110991,21,1.107380033,0.176036999,7826.70459,1,0,0.000175745,3.90047E-05,0.000333333,0.00044898,34915
24,1987,2.099999905,4.199999809,6.199999809,18167,66.69565582,0.202000007,3.080159903,0.411226988,21,1.091510057,0.170368001,8046.975098,1,0,0.000179493,3.79272E-05,0.00040541,0.000408304,36493
24,1988,1.980000019,4.5,5.5,18755.5332,66.68564606,0.194417715,3.091779947,0.430177003,21,1.091510057,0.172347993,8112.945801,1,0,0.000169191,3.24535E-05,0.00037383,0.000322581,37498
25,1982,2.460000038,7.900000095,9.699999809,15215.99023,62.05266571,0.286396176,0,0.100000001,20,1.811139941,0.190606996,6380.050781,0,0,0.000114669,2.94066E-05,0.000277081,0.000244395,36666
25,1983,2.420000076,6.900000095,9.600000381,15801.60547,61.98569107,0.275229365,0,0.100000001,20,1.800209999,0.186082006,6510.739746,0,0,0.000112903,3.43392E-05,0.000261278,0.000247166,37541
25,1984,2.460000038,4.800000191,7.5,16735.16406,64.33163452,0.263736248,0,0.100000001,20,2.242150068,0.179802001,6646.59082,0,0,0.000114867,3.12177E-05,0.000316862,0.000273563,38537
25,1985,2.400000095,3.900000095,7.199999809,17271.18555,64.64490509,0.254237294,0,0.100000001,20.5,2.310319901,0.173664004,6818.296387,0,0,0.000127448,3.02302E-05,0.0003298,0.000237089,39696
25,1986,2.200000048,3.799999952,7,18145.51172,64.45320892,0.247678012,0,0.100000001,21,1.800070047,0.170999005,7027.964355,0,0,0.0001289,3.25677E-05,0.000261438,0.000282383,41001
25,1987,2.25999999,3.200000048,6.199999809,19050,65.11881256,0.239999995,0,0.100000001,21,1.793609977,0.162926003,7225.436035,0,0,0.000117677,2.78395E-05,0.00031757,0.000214477,42305
25,1988,2.150000095,3.299999952,5.5,20034.64844,66.17519379,0.230991334,0,0.100000001,21,1.793609977,0.155174002,7358.472656,0,0,0.000123111,2.80183E-05,0.00033577,0.00021608,43334
26,1982,1.879999995,15.5,9.699999809,13247.0166,53.53864288,0.545653939,0.62480998,0.200000003,21,0,0.243818,6712.743164,1,0,0.000152682,4.29966E-05,0.000343778,0.000246715,61200
26,1983,1.870000005,14.19999981,9.600000381,13606.65137,54.74843979,0.524378419,0.637600005,0.200000003,21,0,0.237243995,6721.328125,1,0,0.000145129,3.81047E-05,0.000322177,0.000268366,60855
